quantile,mean_img,mean_pix_cond,mean_pix_e2e,mean_flag_rate
0.9,0.826303502471387,0.9393371174423774,0.8204154325404711,0.684302754211938
0.93,0.826303502471387,0.9395404766922011,0.8074632893124911,0.639732263637925
0.95,0.826303502471387,0.9378838937781417,0.7989377185978092,0.6098014477412522
0.97,0.826303502471387,0.938107809710757,0.7891552703893621,0.586071857473398
0.99,0.826303502471387,0.9416987814045165,0.7643916019651867,0.5240370881467272
