quantile,mean_img,mean_pix_cond,mean_pix_e2e,mean_flag_rate,anomaly_pass_rate,normal_pass_rate,total_runtime_sec,per_image_ms,fps
0.84,0.8258210524044891,0.9450773200956056,0.8468279739226401,0.6269662759576047,0.7439140177971318,0.330604739720324,634.9203593730927,368.06977354961896,2.7168761790899723
0.87,0.8258210524044891,0.9447593189712369,0.8377783407639662,0.5934905024534155,0.7199864346786801,0.2697993985001437,589.2015426158905,341.5661116613858,2.9276909091946384
0.9,0.8258210524044891,0.9441524376361987,0.821251459346607,0.5519982239606416,0.6823555018810539,0.21615594086909135,560.6743741035461,325.0286226687224,3.0766521169405623
0.93,0.8258210524044891,0.9435286145710489,0.8073000287473577,0.5046501699229046,0.6387199884149521,0.1549873474126784,516.3030261993408,299.3061021445454,3.3410611839683275
0.95,0.8258210524044891,0.9424008626590321,0.7980097332885117,0.4765560168761727,0.6102742609800228,0.1302016206872965,503.06914925575256,291.6342894236247,3.42895206862116
0.97,0.8258210524044891,0.9476618831476483,0.7852998363364285,0.44735681355689877,0.5832940796956202,0.09543305631180903,474.6599187850952,275.1651703102001,3.6341808771534443
0.99,0.8258210524044891,0.9467394236877469,0.7649737611111237,0.39627491816395555,0.5252021234492378,0.05781534381339661,427.4678328037262,247.80743930650794,4.035391361932119
