method,n_images,runtime_s,category
CLIP,10,0.29026031494140625,grid
CLIP,20,0.6413087844848633,grid
CLIP,50,1.6364445686340332,grid
DINO,10,4.0259339809417725,grid
DINO,20,8.830870628356934,grid
DINO,50,21.5472149848938,grid
Hybrid,10,0.6827261447906494,grid
Hybrid,20,3.6665265560150146,grid
Hybrid,50,10.600823640823364,grid
