method,n_images,runtime_s,category
CLIP,10,0.23601174354553223,metal_nut
CLIP,20,0.4681274890899658,metal_nut
CLIP,50,1.1752598285675049,metal_nut
DINO,10,3.7362780570983887,metal_nut
DINO,20,7.984827280044556,metal_nut
DINO,50,20.68288540840149,metal_nut
Hybrid,10,1.0991120338439941,metal_nut
Hybrid,20,2.962167263031006,metal_nut
Hybrid,50,8.427065372467041,metal_nut
