method,n_images,runtime_s,category
CLIP,10,0.2595083713531494,screw
CLIP,20,0.5720875263214111,screw
CLIP,50,1.374755620956421,screw
DINO,10,3.8275790214538574,screw
DINO,20,7.9770050048828125,screw
DINO,50,20.00343418121338,screw
Hybrid,10,0.6723160743713379,screw
Hybrid,20,1.3022239208221436,screw
Hybrid,50,4.758995056152344,screw
