method,n_images,runtime_s,category
CLIP,10,0.491912841796875,hazelnut
CLIP,20,1.025172472000122,hazelnut
CLIP,50,2.5380191802978516,hazelnut
DINO,10,4.188521146774292,hazelnut
DINO,20,8.583017587661743,hazelnut
DINO,50,21.60744333267212,hazelnut
Hybrid,10,4.083336114883423,hazelnut
Hybrid,20,6.491108417510986,hazelnut
Hybrid,50,10.653661251068115,hazelnut
