method,n_images,runtime_s,category
CLIP,10,0.5503244400024414,transistor
CLIP,20,1.1319689750671387,transistor
CLIP,50,2.939391613006592,transistor
DINO,10,4.259718894958496,transistor
DINO,20,8.753811597824097,transistor
DINO,50,21.80826449394226,transistor
Hybrid,10,3.1200833320617676,transistor
Hybrid,20,5.289461135864258,transistor
Hybrid,50,10.616987943649292,transistor
