method,n_images,runtime_s,category
CLIP,10,0.43099260330200195,tile
CLIP,20,0.860628604888916,tile
CLIP,50,2.2163214683532715,tile
DINO,10,4.159718990325928,tile
DINO,20,8.602317333221436,tile
DINO,50,21.95292329788208,tile
Hybrid,10,4.500762224197388,tile
Hybrid,20,8.860925912857056,tile
Hybrid,50,16.583644151687622,tile
