method,n_images,runtime_s,category
CLIP,10,0.4659264087677002,carpet
CLIP,20,0.9596149921417236,carpet
CLIP,50,2.439847946166992,carpet
DINO,10,3.4409782886505127,carpet
DINO,20,7.884877681732178,carpet
DINO,50,21.27694296836853,carpet
Hybrid,10,4.254014253616333,carpet
Hybrid,20,8.599072456359863,carpet
Hybrid,50,19.238752603530884,carpet
