method,n_images,runtime_s,category
CLIP,10,0.35689258575439453,bottle
CLIP,20,0.7003943920135498,bottle
CLIP,50,1.7399239540100098,bottle
DINO,10,3.7894043922424316,bottle
DINO,20,7.967532157897949,bottle
DINO,50,19.978631019592285,bottle
Hybrid,10,4.074595928192139,bottle
Hybrid,20,8.004728317260742,bottle
Hybrid,50,19.176710844039917,bottle
